,Unnamed: 0,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Payday Loan,Credit-Builder Loan,Mortgage Loan,Debt Consolidation Loan,Student Loan,Home Equity Loan,Auto Loan,Personal Loan,Not Specified,Credit_Score,Payment_of_Min_Amount
4611,,,,,,,,,,,,,,,,69650.0,,,,,,,,,,,,,
4612,,,,,,,232.0,,,,,,,,,,,,,,,,,,,,,,
4613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4615,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4616,,,,,,,,,,,,,4347.3,,,,,,,,,,,,,,,,
4617,,,,,,,,,,,,,4347.3,,,,,,,,,,,,,,,,
4618,,,,,,,,,,,,,4347.3,,,,,,,,,,,,,,,,
4619,,,,,,,,,,,,,4347.3,,,,,,,,,,,,,,,,
4620,,,,,,,,,,,,,4347.3,,,,,,,,,,,,,,,,
4621,,,,,,,,,,,,,4347.3,,,,,,,,,,,,,,,,
4622,,,,,,,,,,,,,4347.3,,,,,,,,,,,,,,,,
4623,,,,,,,,,,,,,4347.3,,,,,,,,,,,,,,,,
4624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,,,,,,,,,,,,,,,,,640.0359608,,,,,,,,,,,,
4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,,,,,,,,,,,,,,,,23122.0,,,,,,,,,,,,,
4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,,,,,,,,,,,,,,,,11806.0,,,,,,,,,,,,,
4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,,,,,,,,,,,,,,,,,592.9770087,,,,,,,,,,,,
4643,,,,,,,,,,,,,,,,,640.0608202,,,,,,,,,,,,
4644,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,,,,,,,,,,,,,,,,,599.7173962,,,,,,,,,,,,
4647,,,,,,412.0,,,,,,,,,,,,,,,,,,,,,,,
4648,,,,,,,,,,,,,4972.4,,,482.1797832,,,,,,,,,,,,,
4649,,,,,,,,100.0,,,,,4972.4,,,482.1797832,620.1143708,,,,,,,,,,,,
4650,,,16328744.0,,,,,,,,,,4972.4,,,482.1797832,,,,,,,,,,,,,
4651,,,,,,,,,,,,,4972.4,,,482.1797832,10000.0,,,,,,,,,,,,
4652,,,,,,,,100.0,,,,,4972.4,,,482.1797832,,,,,,,,,,,,,
4653,,,,,,,,,,,,,4972.4,,,482.1797832,,,,,,,,,,,,,
4654,,,,,,,,,,,,,4972.4,,,482.1797832,,,,,,,,,,,,,
4655,,,,,,,,,,,,,4972.4,,,482.1797832,,,,,,,,,,,,,
4656,,6846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4665,,,,,,,1033.0,,,4128.0,,,,,,,,,,,,,,,,,,,
4666,,,,,,,,,,,,,,,,681.7944293,10000.0,,,,,,,,,,,,
4667,,,,,,,,100.0,,,,,,,,681.7944293,,,,,,,,,,,,,
4668,,,,,,,,,,,,,,,,61916.0,,,,,,,,,,,,,
4669,,,,,,,,,,,,,,,,681.7944293,616.1428961,,,,,,,,,,,,
4670,,,,,,,,,,,,,,,,681.7944293,,,,,,,,,,,,,
4671,,,,,,,,,,,,,,,,681.7944293,,,,,,,,,,,,,
4672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,,6868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,,,,,718.0,,,,,,,,,,,,,,,,,,,,,,,,
4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,,7805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,,,,,,,4220.0,,,,,,,,,,,,,,,,,,,,,,
4702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4706,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,,,,,,,1646.0,,,,,,,,,,,,,,,,,,,,,,
4710,,,1914271.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4712,,,,,,,,,,,,,,,,,,834.4911028,,,,,,,,,,,
4713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,,,,,,,,,,,,,,,,,783.8010626,,,,,,,,,,,,
4715,,,,,,,,,,,,,,,,,,1000.228281,,,,,,,,,,,
4716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,,,,,,,,,,,,,,,,,,1024.135697,,,,,,,,,,,
4718,,,,,,,,,,,,1351.0,,,,,,842.9385819,,,,,,,,,,,
4719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,,,,,,,,,,1946.0,,,,,,,,,,,,,,,,,,,
4723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,,,,,,1323.0,,,,,,,,,,,,,,,,,,,,,,,
4730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,,,,,,1379.0,,,,,,,,,,,,,,,,,,,,,,,
4741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,,7274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,,,,,,,3800.0,,,,,,,,,,,,,,,,,,,,,,
4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,,,,,,,,,,,,,,,,,,936.0520562,,,,,,,,,,,
4753,,,,,1300.0,,,,,,,,,,,,,,,,,,,,,,,,
4754,,,,,,,,,,,,,,,,,,1069.040363,,,,,,,,,,,
4755,,,,,,,,100.0,,,,,,,,,,1060.497787,,,,,,,,,,,
4756,,,,,,,,,,,,,,,,,692.6053099,,,,,,,,,,,,
4757,,,,,,,,,,,,,,,,,,1058.403752,,,,,,,,,,,
4758,,,,,,,,,,,,,,,,,,974.4113891,,,,,,,,,,,
4759,,,,,,,,,,,,,,,,,,844.1195574,,,,,,,,,,,
4760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,,831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,,,,,,,,,,,,,4385.27,,,,,,,,,,,,,,,,
4769,,,,,,1174.0,,100.0,,,,,4385.27,,,,,,,,,,,,,,,,
4770,,,,,,,,,,,,,4385.27,,,,,,,,,,,,,,,,
4771,,,,,,,,,,,,,4385.27,,,,,,,,,,,,,,,,
4772,,,,,,,,,,,,,4385.27,,,,,,,,,,,,,,,,
4773,,,,,,,,,,,30.47,,4385.27,,,,,,,,,,,,,,,,
4774,,,,,,,,,,,30.47,,4385.27,,,,,,,,,,,,,,,,
4775,,,,,,,,,,,,,4385.27,,,,,,,,,,,,,,,,
4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,,8394.0,,,,,,,,,,,,,,47203.0,,,,,,,,,,,,,
4778,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,,,,,,,4757.0,,,,,,,,,,,,,,,,,,,,,,
4782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,
4786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,
4788,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4789,,,,,,,,,,,,,,,,,,807.981796,,,,,,,,,,,
4790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,,,,,,,,,,,,,,,,,,909.5940154,,,,,,,,,,,
4792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,,,,,,,,,,,,1282.0,,,,,,,,,,,,,,,,,
4796,,,,,,,,,,827.0,,,,,,,,,,,,,,,,,,,
4797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,,,,,,,,,,,,,,,,60941.0,,,,,,,,,,,,,
4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,,2751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,,,,,,,,,,,,,4405.99,,,,,,,,,,,,,,,,
4809,,,,,,,,,,,,,4405.99,,,,,,,,,,,,,,,,
4810,,,,,,,,,,,,,4405.99,,,,,,,,,,,,,,,,
4811,,,,,,,,,,,,,4405.99,,,,,,,,,,,,,,,,
4812,,733.0,,,,,,,,,,,4405.99,,,,,,,,,,,,,,,,
4813,,,,,,,,,,,,,4405.99,,,,,,,,,,,,,,,,
4814,,,,,,,,,,,31.07,,4405.99,,,,,,,,,,,,,,,,
4815,,,,,,,,,,,,,4405.99,,,,,,,,,,,,,,,,
4816,,,,,,,,,,,,,4761.49,,,,,,,,,,,,,,,,
4817,,,,,,,,,,,,,4761.49,,,,,,,,,,,,,,,,
4818,,,,,,,,,,,,,4761.49,,,,,,,,,,,,,,,,
4819,,,,,,,,,,,,,4761.49,,,,10000.0,,,,,,,,,,,,
4820,,,,,,,,,,,,,4761.49,,,,,,,,,,,,,,,,
4821,,,,,,,,,,,,,4761.49,,,,,,,,,,,,,,,,
4822,,,,,,,,,,,,,4761.49,,,,,,,,,,,,,,,,
4823,,,,,,,,,,,,,4761.49,,,,,,,,,,,,,,,,
4824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,,-500.0,,,,,,,,,,,,,,,,910.6889604,,,,,,,,,,,
4826,,,,,,,,,,,,,,,,45968.0,,853.3423236,,,,,,,,,,,
4827,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4828,,,,,,,,,,,,,,,,,979.1297609,,,,,,,,,,,,
4829,,,,,,,,,,,,,,,,,,831.3476216,,,,,,,,,,,
4830,,,,,,,,100.0,,,,,,,,,,1042.688533,,,,,,,,,,,
4831,,,,,,,,,,,,,,,,,821.8076237,,,,,,,,,,,,
4832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,,,,,,,,,,,,,,,,,680.6881586,,,,,,,,,,,,
4842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,,,,,,,,,,,,,,,,,750.4168124,,,,,,,,,,,,
4844,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,
4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,,,,,,,,,,,,,,,,,,812.7514536,,,,,,,,,,,
4849,,,,,,,,,,,,,,,,,,913.5923384,,,,,,,,,,,
4850,,,,,,,,,,,,,,,,,,835.9952624,,,,,,,,,,,
4851,,,,,,,,,,,,,,,,,1403.317923,,,,,,,,,,,,
4852,,,,,,,,,,,,,,,,,,803.8432027,,,,,,,,,,,
4853,,,,,,,,,,,,,,,,,,892.8492018,,,,,,,,,,,
4854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,,,,,,,,,,,,1347.0,,,,,,,,,,,,,,,,,
4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,,,,,,,,,,2297.0,,,,,,,,,,,,,,,,,,,
4862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869,,,,,,889.0,,,,,,,,,,,,,,,,,,,,,,,
4870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,,2455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,,,10810032.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4879,,,,,,,,,,,,,,,,54970.0,,,,,,,,,,,,,
4880,,,,,,,,,,,,2592.0,,,,,663.0339731,,,,,,,,,,,,
4881,,,,,,,,100.0,,,,,,,,,,1153.954584,,,,,,,,,,,
4882,,,,,,,,,,,,,,,,,10000.0,1064.575896,,,,,,,,,,,
4883,,,,,,,,,,,,,,,,,,1079.144432,,,,,,,,,,,
4884,,,,,,,,,,,,,,,,,,951.2575735,,,,,,,,,,,
4885,,,,,,,,,,,,,,,,,,1099.342725,,,,,,,,,,,
4886,,,,,,,,,,,,,,,,,,934.9922337,,,,,,,,,,,
4887,,,,,,,,,,,,,,,,,,992.850695,,,,,,,,,,,
4888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4891,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4892,,,,,,,,,,,,2161.0,,,,,,,,,,,,,,,,,
4893,,5612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,,,,,,,,,,,,,,,,51546.0,10000.0,,,,,,,,,,,,
4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,
4903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
4905,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
4906,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
4907,,,,,,297.0,,,61.0,,,,,,,,,,,,,,,,,,,,
4908,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
4909,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
4910,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
4911,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
4912,,,,,,,,,,,,1529.0,,,,,,,,,,,,,,,,,
4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4915,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4916,,2402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921,,,,,,,3314.0,100.0,,,,,,,,,,,,,,,,,,,,,
4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4936,,,,,,,,,,,,,,,,,,939.2316043,,,,,,,,,,,
4937,,,,,,,,,,,,,,,,,,953.3281193,,,,,,,,,,,
4938,,,,,,,,,,,,,,,,,,978.3737192,,,,,,,,,,,
4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4940,,,,,,,,100.0,,,,,,,,,,812.5553379,,,,,,,,,,,
4941,,,,,,,,,,,,,,,,,,985.1460837,,,,,,,,,,,
4942,,,,,,,,,,,,,,,,,854.6154329,,,,,,,,,,,,
4943,,,,,,,,,,,,,,,,,,933.3680805,,,,,,,,,,,
4944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,,,,,,,,,,,,739.0,,,,,10000.0,,,,,,,,,,,,
4950,,,18196353.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,,4119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,,,,,,,,,,,,,,,,6018.0,,,,,,,,,,,,,
4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962,,,,,,1071.0,,,,,,,,,,,,,,,,,,,,,,,
4963,,,,,,,,,,,,1615.0,,,,,,,,,,,,,,,,,
4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,,,,,,,1944.0,,,,,,,,,,,,,,,,,,,,,,
4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,,,,,1312.0,,,,,,,,,,,,,,,,,,,,,,,,
4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,,,,,1315.0,,,,,,,,,,,,,,,,,,,,,,,,
4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4994,,,,,,,,,,,,,,,,,615.9844509,,,,,,,,,,,,
4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,,,,,,924.0,,,,,,,,,,,,,,,,,,,,,,,
4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,,,,,,,,,,,,,4432.46,,,,,,,,,,,,,,,,
5001,,,,,,,,100.0,,,,,4432.46,,,,,,,,,,,,,,,,
5002,,,,,,,,100.0,,,,,4432.46,,,,,,,,,,,,,,,,
5003,,,,,,,,,,,,,4432.46,,,,,,,,,,,,,,,,
5004,,,,,,,,,,,,,4432.46,,,,,,,,,,,,,,,,
5005,,,,,,,,,,,,,4432.46,,,,,,,,,,,,,,,,
5006,,,,,,,,,,,,,4432.46,,,,,,,,,,,,,,,,
5007,,,,,,,,,,,,,4432.46,,,,10000.0,,,,,,,,,,,,
5008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
